DATA,HORA,NUMERO,NOME,MATERIAL,DESCRICAO,TAMANHO,QUANTIDADE,VLR_UNIT,DIA,MES,ANO
10.11.2016,08:47,3.926,VERBO DIVINO,11145.0,BERMUDA DE MOLETOM,08,1.0,54.0,10.0,11.0,2016.0
10.11.2016,12:46,3.928,ALDEIA DA SERRA,254415.0,SHORT SAIA,02,1.0,55.0,10.0,11.0,2016.0
10.11.2016,12:47,3.929,ALDEIA DA SERRA,198436.0,BERMUDA CICLISTA COTTON,06,1.0,51.0,10.0,11.0,2016.0
10.11.2016,12:47,3.929,ALDEIA DA SERRA,4125.0,CAMISETA MANGA LONGA,08,1.0,37.5,10.0,11.0,2016.0
10.11.2016,12:47,3.929,ALDEIA DA SERRA,93412.0,CALÇA MOLETOM UNIS.,08,1.0,79.0,10.0,11.0,2016.0
10.11.2016,14:31,3.93,ITAIM,367229.0,CAMISETA COLEGIAL MASCULINA,M,1.0,37.5,10.0,11.0,2016.0
10.11.2016,14:34,3.931,ITAIM,367229.0,CAMISETA COLEGIAL MASCULINA,M,2.0,37.5,10.0,11.0,2016.0
10.11.2016,14:35,3.932,ITAIM,127429.0,BERMUDA DE MOLETOM,M,1.0,59.0,10.0,11.0,2016.0
10.11.2016,14:35,3.932,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,3.0,37.5,10.0,11.0,2016.0
10.11.2016,14:36,3.9330000000000003,ITAIM,217428.0,BERMUDA CICLISTA SUPLEX,P,1.0,57.5,10.0,11.0,2016.0
10.11.2016,14:36,3.9330000000000003,ITAIM,247428.0,CORSARIO SUPLEX,P,1.0,64.0,10.0,11.0,2016.0
10.11.2016,14:36,3.9330000000000003,ITAIM,27228.0,CAMISETA MANGA CURTA,P,2.0,37.5,10.0,11.0,2016.0
10.11.2016,14:37,3.9339999999999997,ITAIM,106421.0,CALÇA MOLETOM UNIS.,14,2.0,84.0,10.0,11.0,2016.0
10.11.2016,14:37,3.9339999999999997,ITAIM,1127.0,CAMISETA MANGA CURTA,12,3.0,35.5,10.0,11.0,2016.0
10.11.2016,14:38,3.935,ITAIM,205419.0,BERMUDA CICLISTA SUPLEX,10,1.0,51.0,10.0,11.0,2016.0
10.11.2016,15:02,3.9360000000000004,ALDEIA DA SERRA,416421.0,CALÇA DE MOLETOM FEMININA,14,1.0,84.0,10.0,11.0,2016.0
11.11.2016,07:51,3.937,ITAIM,11146.0,BERMUDA DE MOLETOM,10,2.0,54.0,11.0,11.0,2016.0
11.11.2016,07:51,3.937,ITAIM,1127.0,CAMISETA MANGA CURTA,12,4.0,35.5,11.0,11.0,2016.0
11.11.2016,08:33,3.938,ITAIM,1126.0,CAMISETA MANGA CURTA,10,1.0,35.5,11.0,11.0,2016.0
11.11.2016,08:33,3.938,ITAIM,127428.0,BERMUDA DE MOLETOM,P,2.0,59.0,11.0,11.0,2016.0
11.11.2016,08:33,3.938,ITAIM,27228.0,CAMISETA MANGA CURTA,P,2.0,37.5,11.0,11.0,2016.0
11.11.2016,10:35,3.94,ITAIM,1127.0,CAMISETA MANGA CURTA,12,1.0,35.5,11.0,11.0,2016.0
16.11.2016,12:59,3.944,ITAIM,1127.0,CAMISETA MANGA CURTA,12,1.0,35.5,16.0,11.0,2016.0
16.11.2016,12:59,3.944,ITAIM,93414.0,CALÇA MOLETOM UNIS.,12,1.0,79.0,16.0,11.0,2016.0
16.11.2016,13:01,3.945,ITAIM,1122.0,CAMISETA MANGA CURTA,02,4.0,35.5,16.0,11.0,2016.0
16.11.2016,13:01,3.945,ITAIM,16249.0,CALÇA DE MOL. FLANELADA UNISSEX,02,1.0,89.0,16.0,11.0,2016.0
16.11.2016,13:01,3.945,ITAIM,5249.0,BLUSA DE MOLETOM LISO,02,1.0,75.0,16.0,11.0,2016.0
16.11.2016,13:01,3.945,ITAIM,8249.0,CALÇA MOLETOM UNIS.,02,3.0,79.0,16.0,11.0,2016.0
18.11.2016,10:41,3.946,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,4.0,35.5,18.0,11.0,2016.0
18.11.2016,10:41,3.946,VERBO DIVINO,16249.0,CALÇA DE MOL. FLANELADA UNISSEX,02,1.0,89.0,18.0,11.0,2016.0
18.11.2016,10:41,3.946,VERBO DIVINO,5249.0,BLUSA DE MOLETOM LISO,02,1.0,75.0,18.0,11.0,2016.0
18.11.2016,10:41,3.946,VERBO DIVINO,8249.0,CALÇA MOLETOM UNIS.,02,3.0,79.0,18.0,11.0,2016.0
18.11.2016,10:46,3.947,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,18.0,11.0,2016.0
18.11.2016,10:46,3.948,VERBO DIVINO,93412.0,CALÇA MOLETOM UNIS.,08,1.0,79.0,18.0,11.0,2016.0
18.11.2016,14:12,3.949,ACLIMAÇÃO,11144.0,BERMUDA DE MOLETOM,06,3.0,54.0,18.0,11.0,2016.0
18.11.2016,14:12,3.949,ACLIMAÇÃO,1124.0,CAMISETA MANGA CURTA,06,2.0,35.5,18.0,11.0,2016.0
21.11.2016,09:00,3.952,ITAIM,11147.0,BERMUDA DE MOLETOM,12,3.0,54.0,21.0,11.0,2016.0
21.11.2016,09:00,3.952,ITAIM,27227.0,CAMISETA MANGA CURTA,PP,1.0,37.5,21.0,11.0,2016.0
21.11.2016,09:02,3.9539999999999997,VERBO DIVINO,27227.0,CAMISETA MANGA CURTA,PP,2.0,37.5,21.0,11.0,2016.0
21.11.2016,12:50,3.9560000000000004,ALDEIA DA SERRA,1123.0,CAMISETA MANGA CURTA,04,2.0,35.5,21.0,11.0,2016.0
21.11.2016,15:35,3.958,VERBO DIVINO,11146.0,BERMUDA DE MOLETOM,10,2.0,54.0,21.0,11.0,2016.0
21.11.2016,15:35,3.958,VERBO DIVINO,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,21.0,11.0,2016.0
21.11.2016,15:38,3.9610000000000003,VERBO DIVINO,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,21.0,11.0,2016.0
21.11.2016,15:39,3.9619999999999997,VERBO DIVINO,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,21.0,11.0,2016.0
22.11.2016,07:28,3.963,VERBO DIVINO,1125.0,CAMISETA MANGA CURTA,08,2.0,35.5,22.0,11.0,2016.0
22.11.2016,10:18,3.965,VERBO DIVINO,228435.0,CORSARIO COTTON,04,2.0,59.0,22.0,11.0,2016.0
22.11.2016,10:19,3.966,VERBO DIVINO,1125.0,CAMISETA MANGA CURTA,08,3.0,35.5,22.0,11.0,2016.0
22.11.2016,10:19,3.966,VERBO DIVINO,8251.0,CALÇA MOLETOM UNIS.,06,1.0,79.0,22.0,11.0,2016.0
22.11.2016,10:19,3.966,VERBO DIVINO,93412.0,CALÇA MOLETOM UNIS.,08,1.0,79.0,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,11144.0,BERMUDA DE MOLETOM,06,2.0,54.0,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,1125.0,CAMISETA MANGA CURTA,08,3.0,35.5,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,198437.0,BERMUDA CICLISTA COTTON,08,1.0,51.0,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,235419.0,CORSARIO SUPLEX,10,2.0,59.0,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,254418.0,SHORT SAIA,08,1.0,55.0,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,4125.0,CAMISETA MANGA LONGA,08,2.0,37.5,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,4126.0,CAMISETA MANGA LONGA,10,2.0,37.5,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,73413.0,BLUSA DE MOLETOM LISO,10,1.0,97.5,22.0,11.0,2016.0
22.11.2016,14:55,3.967,ACLIMAÇÃO,93412.0,CALÇA MOLETOM UNIS.,08,2.0,79.0,22.0,11.0,2016.0
22.11.2016,15:30,3.969,VERBO DIVINO,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,22.0,11.0,2016.0
22.11.2016,15:30,3.969,VERBO DIVINO,73414.0,BLUSA DE MOLETOM LISO,12,1.0,97.5,22.0,11.0,2016.0
22.11.2016,15:30,3.969,VERBO DIVINO,93413.0,CALÇA MOLETOM UNIS.,10,3.0,79.0,22.0,11.0,2016.0
22.11.2016,15:33,3.97,VERBO DIVINO,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,22.0,11.0,2016.0
23.11.2016,13:12,3.972,ACLIMAÇÃO,1122.0,CAMISETA MANGA CURTA,02,2.0,35.5,23.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,11143.0,BERMUDA DE MOLETOM,04,1.0,54.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,1121.0,CAMISETA MANGA CURTA,00,1.0,35.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,1122.0,CAMISETA MANGA CURTA,02,2.0,35.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,1123.0,CAMISETA MANGA CURTA,04,3.0,35.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,13248.0,BLUSA MOLETOM FLANELADA,00,1.0,76.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,13249.0,BLUSA MOLETOM FLANELADA,02,1.0,76.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,198434.0,BERMUDA CICLISTA COTTON,02,1.0,51.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,228433.0,CORSARIO COTTON,00,1.0,59.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,254414.0,SHORT SAIA,00,1.0,55.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,3122.0,REGATA,02,1.0,26.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,3123.0,REGATA,04,1.0,26.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,4122.0,CAMISETA MANGA LONGA,02,1.0,37.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,4124.0,CAMISETA MANGA LONGA,06,1.0,37.5,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,5248.0,BLUSA DE MOLETOM LISO,00,1.0,75.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,5249.0,BLUSA DE MOLETOM LISO,02,1.0,75.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,8249.0,CALÇA MOLETOM UNIS.,02,2.0,79.0,25.0,11.0,2016.0
25.11.2016,08:20,3.9739999999999998,ACLIMAÇÃO,8250.0,CALÇA MOLETOM UNIS.,04,2.0,79.0,25.0,11.0,2016.0
28.11.2016,11:27,3.9760000000000004,ALDEIA DA SERRA,157429.0,BLUSA MOLETOM FLANELADA,M,1.0,115.0,28.0,11.0,2016.0
28.11.2016,11:27,3.9760000000000004,ALDEIA DA SERRA,186424.0,CALÇA DE MOL. FLANELADA UNISSEX,M,1.0,99.0,28.0,11.0,2016.0
28.11.2016,11:27,3.9760000000000004,ALDEIA DA SERRA,27228.0,CAMISETA MANGA CURTA,P,2.0,37.5,28.0,11.0,2016.0
28.11.2016,11:32,3.977,ALDEIA DA SERRA,27228.0,CAMISETA MANGA CURTA,P,1.0,37.5,28.0,11.0,2016.0
28.11.2016,12:43,3.978,ACLIMAÇÃO,11146.0,BERMUDA DE MOLETOM,10,1.0,54.0,28.0,11.0,2016.0
28.11.2016,12:43,3.978,ACLIMAÇÃO,1127.0,CAMISETA MANGA CURTA,12,3.0,35.5,28.0,11.0,2016.0
28.11.2016,13:04,3.98,ITAIM,1125.0,CAMISETA MANGA CURTA,08,4.0,35.5,28.0,11.0,2016.0
28.11.2016,13:04,3.98,ITAIM,4125.0,CAMISETA MANGA LONGA,08,4.0,37.5,28.0,11.0,2016.0
28.11.2016,13:04,3.98,ITAIM,73413.0,BLUSA DE MOLETOM LISO,10,2.0,97.5,28.0,11.0,2016.0
28.11.2016,13:06,3.9810000000000003,ITAIM,1126.0,CAMISETA MANGA CURTA,10,3.0,35.5,28.0,11.0,2016.0
28.11.2016,13:06,3.9810000000000003,ITAIM,127428.0,BERMUDA DE MOLETOM,P,3.0,59.0,28.0,11.0,2016.0
28.11.2016,13:09,3.983,VERBO DIVINO,1124.0,CAMISETA MANGA CURTA,06,5.0,35.5,28.0,11.0,2016.0
28.11.2016,13:09,3.983,VERBO DIVINO,3123.0,REGATA,04,2.0,26.5,28.0,11.0,2016.0
28.11.2016,13:10,3.984,VERBO DIVINO,1126.0,CAMISETA MANGA CURTA,10,2.0,35.5,28.0,11.0,2016.0
28.11.2016,13:10,3.984,VERBO DIVINO,3126.0,REGATA,10,1.0,26.5,28.0,11.0,2016.0
28.11.2016,13:11,3.985,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,28.0,11.0,2016.0
28.11.2016,13:11,3.986,VERBO DIVINO,1127.0,CAMISETA MANGA CURTA,12,1.0,35.5,28.0,11.0,2016.0
29.11.2016,07:35,3.987,ALDEIA DA SERRA,1126.0,CAMISETA MANGA CURTA,10,2.0,35.5,29.0,11.0,2016.0
29.11.2016,07:35,3.987,ALDEIA DA SERRA,143414.0,BLUSA MOLETOM FLANELADA,12,1.0,102.0,29.0,11.0,2016.0
29.11.2016,07:35,3.987,ALDEIA DA SERRA,173413.0,CALÇA DE MOL. FLANELADA UNISSEX,10,1.0,89.0,29.0,11.0,2016.0
29.11.2016,07:35,3.987,ALDEIA DA SERRA,4126.0,CAMISETA MANGA LONGA,10,2.0,37.5,29.0,11.0,2016.0
29.11.2016,07:57,3.988,ALDEIA DA SERRA,347328.0,BERMUDA SARJA MASC,P,1.0,96.5,29.0,11.0,2016.0
29.11.2016,09:53,3.989,VERBO DIVINO,106421.0,CALÇA MOLETOM UNIS.,14,1.0,84.0,29.0,11.0,2016.0
29.11.2016,09:53,3.989,VERBO DIVINO,11147.0,BERMUDA DE MOLETOM,12,2.0,54.0,29.0,11.0,2016.0
29.11.2016,09:57,3.99,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,2.0,35.5,29.0,11.0,2016.0
29.11.2016,09:57,3.99,VERBO DIVINO,254414.0,SHORT SAIA,00,1.0,55.0,29.0,11.0,2016.0
29.11.2016,09:57,3.99,VERBO DIVINO,3121.0,REGATA,00,1.0,26.5,29.0,11.0,2016.0
29.11.2016,09:57,3.99,VERBO DIVINO,8248.0,CALÇA MOLETOM UNIS.,00,1.0,79.0,29.0,11.0,2016.0
29.11.2016,10:05,3.992,VERBO DIVINO,106421.0,CALÇA MOLETOM UNIS.,14,2.0,84.0,29.0,11.0,2016.0
29.11.2016,10:05,3.992,VERBO DIVINO,11147.0,BERMUDA DE MOLETOM,12,1.0,54.0,29.0,11.0,2016.0
29.11.2016,10:06,3.9930000000000003,VERBO DIVINO,106421.0,CALÇA MOLETOM UNIS.,14,1.0,84.0,29.0,11.0,2016.0
29.11.2016,10:06,3.9930000000000003,VERBO DIVINO,11147.0,BERMUDA DE MOLETOM,12,2.0,54.0,29.0,11.0,2016.0
29.11.2016,10:06,3.9939999999999998,VERBO DIVINO,217429.0,BERMUDA CICLISTA SUPLEX,M,2.0,57.5,29.0,11.0,2016.0
29.11.2016,10:06,3.9939999999999998,VERBO DIVINO,247430.0,CORSARIO SUPLEX,G,2.0,64.0,29.0,11.0,2016.0
29.11.2016,10:06,3.9939999999999998,VERBO DIVINO,27230.0,CAMISETA MANGA CURTA,G,3.0,37.5,29.0,11.0,2016.0
29.11.2016,10:06,3.9939999999999998,VERBO DIVINO,416425.0,CALÇA DE MOLETOM FEMININA,G,1.0,84.0,29.0,11.0,2016.0
29.11.2016,10:06,3.9939999999999998,VERBO DIVINO,67429.0,BLUSA DE MOLETOM LISO,M,1.0,113.0,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,11142.0,BERMUDA DE MOLETOM,02,1.0,54.0,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,1121.0,CAMISETA MANGA CURTA,00,1.0,35.5,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,4121.0,CAMISETA MANGA LONGA,00,1.0,37.5,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,4122.0,CAMISETA MANGA LONGA,02,1.0,37.5,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,5248.0,BLUSA DE MOLETOM LISO,00,1.0,75.0,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,5249.0,BLUSA DE MOLETOM LISO,02,1.0,75.0,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,8248.0,CALÇA MOLETOM UNIS.,00,1.0,79.0,29.0,11.0,2016.0
29.11.2016,10:39,3.995,VERBO DIVINO,8249.0,CALÇA MOLETOM UNIS.,02,1.0,79.0,29.0,11.0,2016.0
29.11.2016,10:46,3.9960000000000004,VERBO DIVINO,1127.0,CAMISETA MANGA CURTA,12,3.0,35.5,29.0,11.0,2016.0
29.11.2016,10:46,3.9960000000000004,VERBO DIVINO,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,29.0,11.0,2016.0
29.11.2016,10:46,3.9960000000000004,VERBO DIVINO,93414.0,CALÇA MOLETOM UNIS.,12,1.0,79.0,29.0,11.0,2016.0
29.11.2016,11:11,3.997,VERBO DIVINO,217429.0,BERMUDA CICLISTA SUPLEX,M,2.0,57.5,29.0,11.0,2016.0
29.11.2016,11:11,3.997,VERBO DIVINO,247430.0,CORSARIO SUPLEX,G,2.0,64.0,29.0,11.0,2016.0
29.11.2016,11:11,3.997,VERBO DIVINO,27230.0,CAMISETA MANGA CURTA,G,3.0,37.5,29.0,11.0,2016.0
29.11.2016,11:11,3.997,VERBO DIVINO,416425.0,CALÇA DE MOLETOM FEMININA,G,1.0,84.0,29.0,11.0,2016.0
29.11.2016,11:11,3.997,VERBO DIVINO,67429.0,BLUSA DE MOLETOM LISO,M,1.0,113.0,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,11142.0,BERMUDA DE MOLETOM,02,1.0,54.0,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,1121.0,CAMISETA MANGA CURTA,00,1.0,35.5,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,4121.0,CAMISETA MANGA LONGA,00,1.0,37.5,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,4122.0,CAMISETA MANGA LONGA,02,1.0,37.5,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,5248.0,BLUSA DE MOLETOM LISO,00,1.0,75.0,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,5249.0,BLUSA DE MOLETOM LISO,02,1.0,75.0,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,8248.0,CALÇA MOLETOM UNIS.,00,1.0,79.0,29.0,11.0,2016.0
29.11.2016,11:18,3.998,VERBO DIVINO,8249.0,CALÇA MOLETOM UNIS.,02,1.0,79.0,29.0,11.0,2016.0
29.11.2016,12:43,4.0,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,2.0,35.5,29.0,11.0,2016.0
29.11.2016,12:43,4.0,VERBO DIVINO,4122.0,CAMISETA MANGA LONGA,02,1.0,37.5,29.0,11.0,2016.0
29.11.2016,14:26,4.001,ALDEIA DA SERRA,11141.0,BERMUDA DE MOLETOM,00,2.0,54.0,29.0,11.0,2016.0
29.11.2016,14:26,4.001,ALDEIA DA SERRA,1122.0,CAMISETA MANGA CURTA,02,2.0,35.5,29.0,11.0,2016.0
29.11.2016,14:26,4.001,ALDEIA DA SERRA,4122.0,CAMISETA MANGA LONGA,02,2.0,37.5,29.0,11.0,2016.0
29.11.2016,14:26,4.001,ALDEIA DA SERRA,5248.0,BLUSA DE MOLETOM LISO,00,1.0,75.0,29.0,11.0,2016.0
29.11.2016,14:26,4.001,ALDEIA DA SERRA,8248.0,CALÇA MOLETOM UNIS.,00,2.0,79.0,29.0,11.0,2016.0
30.11.2016,08:34,4.002,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,30.0,11.0,2016.0
30.11.2016,08:34,4.002,VERBO DIVINO,4122.0,CAMISETA MANGA LONGA,02,1.0,37.5,30.0,11.0,2016.0
30.11.2016,08:34,4.002,VERBO DIVINO,5248.0,BLUSA DE MOLETOM LISO,00,1.0,75.0,30.0,11.0,2016.0
30.11.2016,08:34,4.002,VERBO DIVINO,8248.0,CALÇA MOLETOM UNIS.,00,1.0,79.0,30.0,11.0,2016.0
30.11.2016,08:39,4.003,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,1.0,35.5,30.0,11.0,2016.0
30.11.2016,08:40,4.004,VERBO DIVINO,73412.0,BLUSA DE MOLETOM LISO,08,1.0,97.5,30.0,11.0,2016.0
30.11.2016,08:54,4.006,VERBO DIVINO,11145.0,BERMUDA DE MOLETOM,08,2.0,54.0,30.0,11.0,2016.0
30.11.2016,08:54,4.006,VERBO DIVINO,1125.0,CAMISETA MANGA CURTA,08,5.0,35.5,30.0,11.0,2016.0
30.11.2016,08:54,4.006,VERBO DIVINO,4125.0,CAMISETA MANGA LONGA,08,2.0,37.5,30.0,11.0,2016.0
30.11.2016,08:54,4.006,VERBO DIVINO,73412.0,BLUSA DE MOLETOM LISO,08,1.0,97.5,30.0,11.0,2016.0
30.11.2016,08:54,4.006,VERBO DIVINO,93412.0,CALÇA MOLETOM UNIS.,08,3.0,79.0,30.0,11.0,2016.0
30.11.2016,13:41,4.008,VERBO DIVINO,93414.0,CALÇA MOLETOM UNIS.,12,1.0,79.0,30.0,11.0,2016.0
30.11.2016,13:42,4.0089999999999995,VERBO DIVINO,11146.0,BERMUDA DE MOLETOM,10,1.0,54.0,30.0,11.0,2016.0
30.11.2016,13:42,4.0089999999999995,VERBO DIVINO,1124.0,CAMISETA MANGA CURTA,06,2.0,35.5,30.0,11.0,2016.0
30.11.2016,13:42,4.0089999999999995,VERBO DIVINO,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,30.0,11.0,2016.0
30.11.2016,13:42,4.0089999999999995,VERBO DIVINO,73414.0,BLUSA DE MOLETOM LISO,12,1.0,97.5,30.0,11.0,2016.0
30.11.2016,13:42,4.0089999999999995,VERBO DIVINO,93412.0,CALÇA MOLETOM UNIS.,08,1.0,79.0,30.0,11.0,2016.0
30.11.2016,13:42,4.0089999999999995,VERBO DIVINO,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,106421.0,CALÇA MOLETOM UNIS.,14,3.0,84.0,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,11147.0,BERMUDA DE MOLETOM,12,1.0,54.0,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,1127.0,CAMISETA MANGA CURTA,12,8.0,35.5,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,217427.0,BERMUDA CICLISTA SUPLEX,PP,1.0,57.5,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,247427.0,CORSARIO SUPLEX,PP,1.0,64.0,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,416421.0,CALÇA DE MOLETOM FEMININA,14,1.0,84.0,30.0,11.0,2016.0
30.11.2016,14:50,4.01,VERBO DIVINO,73414.0,BLUSA DE MOLETOM LISO,12,2.0,97.5,30.0,11.0,2016.0
30.11.2016,15:32,4.013,VERBO DIVINO,11146.0,BERMUDA DE MOLETOM,10,1.0,54.0,30.0,11.0,2016.0
30.11.2016,15:39,4.013999999999999,VERBO DIVINO,11145.0,BERMUDA DE MOLETOM,08,2.0,54.0,30.0,11.0,2016.0
30.11.2016,15:39,4.013999999999999,VERBO DIVINO,1125.0,CAMISETA MANGA CURTA,08,5.0,35.5,30.0,11.0,2016.0
30.11.2016,15:39,4.013999999999999,VERBO DIVINO,4125.0,CAMISETA MANGA LONGA,08,2.0,37.5,30.0,11.0,2016.0
30.11.2016,15:39,4.013999999999999,VERBO DIVINO,73412.0,BLUSA DE MOLETOM LISO,08,1.0,97.5,30.0,11.0,2016.0
30.11.2016,15:39,4.013999999999999,VERBO DIVINO,93412.0,CALÇA MOLETOM UNIS.,08,3.0,79.0,30.0,11.0,2016.0
30.11.2016,15:43,4.015,VERBO DIVINO,11146.0,BERMUDA DE MOLETOM,10,1.0,54.0,30.0,11.0,2016.0
30.11.2016,15:43,4.015,VERBO DIVINO,1124.0,CAMISETA MANGA CURTA,06,2.0,35.5,30.0,11.0,2016.0
30.11.2016,15:43,4.015,VERBO DIVINO,1127.0,CAMISETA MANGA CURTA,12,2.0,35.5,30.0,11.0,2016.0
30.11.2016,15:43,4.015,VERBO DIVINO,73414.0,BLUSA DE MOLETOM LISO,12,1.0,97.5,30.0,11.0,2016.0
30.11.2016,15:43,4.015,VERBO DIVINO,93412.0,CALÇA MOLETOM UNIS.,08,1.0,79.0,30.0,11.0,2016.0
30.11.2016,15:43,4.015,VERBO DIVINO,93413.0,CALÇA MOLETOM UNIS.,10,1.0,79.0,30.0,11.0,2016.0
30.11.2016,15:46,4.0169999999999995,VERBO DIVINO,1124.0,CAMISETA MANGA CURTA,06,1.0,35.5,30.0,11.0,2016.0
01.12.2016,08:39,4.018,VERBO DIVINO,4124.0,CAMISETA MANGA LONGA,06,1.0,37.5,1.0,12.0,2016.0
01.12.2016,08:41,4.019,VERBO DIVINO,11142.0,BERMUDA DE MOLETOM,02,2.0,54.0,1.0,12.0,2016.0
01.12.2016,08:41,4.019,VERBO DIVINO,1122.0,CAMISETA MANGA CURTA,02,3.0,35.5,1.0,12.0,2016.0
01.12.2016,08:41,4.019,VERBO DIVINO,5249.0,BLUSA DE MOLETOM LISO,02,1.0,75.0,1.0,12.0,2016.0
01.12.2016,08:41,4.019,VERBO DIVINO,8249.0,CALÇA MOLETOM UNIS.,02,2.0,79.0,1.0,12.0,2016.0
01.12.2016,09:00,4.02,VERBO DIVINO,1125.0,CAMISETA MANGA CURTA,08,1.0,35.5,1.0,12.0,2016.0
01.12.2016,09:05,4.021,VERBO DIVINO,11143.0,BERMUDA DE MOLETOM,04,2.0,54.0,1.0,12.0,2016.0
01.12.2016,09:05,4.021,VERBO DIVINO,1124.0,CAMISETA MANGA CURTA,06,5.0,35.5,1.0,12.0,2016.0
01.12.2016,09:05,4.021,VERBO DIVINO,4124.0,CAMISETA MANGA LONGA,06,2.0,37.5,1.0,12.0,2016.0
01.12.2016,09:05,4.021,VERBO DIVINO,73413.0,BLUSA DE MOLETOM LISO,10,1.0,97.5,1.0,12.0,2016.0
